Id,Invoice amount,Customer ID,Is the payment electronic or cash?,Date,time
837191,32,33127,false,3/7/2025,03:17
837046,64,27585,true,3/7/2025,01:32
837040,36,7392,true,3/7/2025,01:29
837023,41,15627,true,3/7/2025,01:17
836986,30,2654,true,3/7/2025,00:48
836860,21,20597,true,3/6/2025,22:42
836859,64,1058,true,3/6/2025,22:39
836851,35,31000,true,3/6/2025,22:34
836811,69,36763,true,3/6/2025,21:49
836798,23,12300,true,3/6/2025,21:32
836791,21,7251,true,3/6/2025,21:06
836540,18,1058,true,3/6/2025,03:07
836410,73,8652,true,3/6/2025,01:21
836370,53,2519,true,3/6/2025,00:36
836259,14,37904,true,3/5/2025,21:55
836237,7,30569,true,3/5/2025,20:50
836234,41,10145,false,3/5/2025,20:44
836229,35,8884,true,3/5/2025,20:27
836217,14,5654,true,3/5/2025,19:43
836001,39,1579,false,3/5/2025,02:54
835961,32,10329,false,3/5/2025,02:25
835833,28,36950,true,3/5/2025,00:32
835781,12,1837,true,3/4/2025,23:39
835663,41,36953,true,3/4/2025,18:59
835441,57,7296,true,3/4/2025,02:46
835368,12,1837,true,3/4/2025,01:54
835367,23,13952,true,3/4/2025,01:53
835365,53,1814,true,3/4/2025,01:50
835306,64,37632,true,3/4/2025,00:44
835301,52,10265,false,3/4/2025,00:38
835198,37,2693,false,3/3/2025,22:21
835197,50,1058,true,3/3/2025,22:20
835191,14,12287,true,3/3/2025,22:08
835168,67,3340,true,3/3/2025,21:36
835164,23,2819,true,3/3/2025,21:26
835141,50,27841,true,3/3/2025,19:40
835137,43,2934,false,3/3/2025,19:03
835126,28,1439,true,3/3/2025,17:53
834994,7,20208,true,3/3/2025,04:29
834880,25,3255,false,3/3/2025,02:17
834808,37,22408,true,3/3/2025,01:20
834793,14,2142,true,3/3/2025,01:09
834714,39,42005,true,3/2/2025,23:24
834697,35,17222,true,3/2/2025,22:51
834688,42,9112,false,3/2/2025,22:28
834648,38,18189,true,3/2/2025,21:10
834640,23,18532,true,3/2/2025,20:59
834609,7,30569,true,3/2/2025,19:21
834319,12,3255,true,3/2/2025,01:56
834256,15,3197,true,3/2/2025,01:16
834176,30,4138,false,3/1/2025,23:42
834126,46,11912,true,3/1/2025,22:29
834091,16,33344,true,3/1/2025,20:57
834090,16,18532,true,3/1/2025,20:56
834089,30,8776,true,3/1/2025,20:50
833754,53,2888,true,3/1/2025,02:04
833719,44,2519,true,3/1/2025,01:40
833686,29,2145,true,3/1/2025,01:16
833682,81,10265,false,3/1/2025,01:11
833679,19,35494,true,3/1/2025,01:09
833678,30,4537,true,3/1/2025,01:09
833670,29,7392,true,3/1/2025,01:07
833626,67,38882,false,3/1/2025,00:27
833233,23,17696,true,2/28/2025,21:13
833175,20,29691,true,2/28/2025,20:19
833132,50,10833,true,2/28/2025,19:54
833061,12,1070,true,2/28/2025,19:12
832966,29,1917,true,2/28/2025,17:43
832936,48,31554,true,2/28/2025,17:19
832917,97,41162,true,2/28/2025,16:55
832900,44,1743,true,2/28/2025,16:44
832890,29,37703,true,2/28/2025,16:38
832885,53,1099,true,2/28/2025,16:29
830059,16,7224,true,2/28/2025,02:37
829974,39,4272,false,2/28/2025,02:10
828861,29,2529,true,2/28/2025,01:27
828776,50,24253,true,2/28/2025,01:06
828643,50,1451,true,2/28/2025,00:27
828625,16,4460,true,2/28/2025,00:20
828204,28,5654,true,2/27/2025,21:40
828094,48,2273,true,2/27/2025,20:47
828036,65,10297,true,2/27/2025,20:12
828030,55,1099,true,2/27/2025,20:01
827982,30,24582,true,2/27/2025,19:19
827892,54,1466,true,2/27/2025,18:15
827865,47,20147,true,2/27/2025,17:56
827816,58,1243,false,2/27/2025,17:22
827783,29,4364,true,2/27/2025,16:58
826733,96,42005,true,2/27/2025,00:10
826521,40,37527,false,2/26/2025,22:05
826462,50,24253,true,2/26/2025,20:47
826453,58,2949,true,2/26/2025,20:38
826375,55,9376,true,2/26/2025,19:20
826283,12,22992,true,2/26/2025,17:42
826260,54,3944,true,2/26/2025,17:12
826256,64,32571,true,2/26/2025,17:06
826232,41,10136,true,2/26/2025,16:21
825737,23,10145,true,2/26/2025,01:31
825700,16,19390,false,2/26/2025,00:50
825672,27,13931,true,2/26/2025,00:29
825620,126,3307,true,2/25/2025,23:57
825582,23,30569,true,2/25/2025,23:09
825322,29,32535,true,2/25/2025,19:26
825229,22,21238,true,2/25/2025,17:52
825225,50,1466,true,2/25/2025,17:48
825184,54,2548,true,2/25/2025,17:07
825179,57,34549,true,2/25/2025,17:04
825163,52,20953,true,2/25/2025,16:42
824780,58,9177,true,2/25/2025,01:45
824735,15,13931,true,2/25/2025,01:20
824689,50,1447,true,2/25/2025,00:38
824669,25,1485,true,2/25/2025,00:18
824639,23,29291,false,2/24/2025,23:55
824515,55,13865,true,2/24/2025,22:35
824402,30,9107,true,2/24/2025,20:33
824377,28,2284,true,2/24/2025,20:25
824359,42,3213,true,2/24/2025,20:14
824355,30,46945,false,2/24/2025,20:13
824354,32,1777,true,2/24/2025,20:11
824327,26,10629,true,2/24/2025,19:55
824256,12,1070,true,2/24/2025,18:32
824231,71,22992,true,2/24/2025,17:52
823715,15,4364,true,2/24/2025,00:39
823633,32,35501,false,2/23/2025,23:42
823502,15,3358,true,2/23/2025,21:43
823417,57,32737,true,2/23/2025,20:36
823390,83,4249,true,2/23/2025,20:12
823373,51,19488,true,2/23/2025,19:56
823366,60,1831,true,2/23/2025,19:47
823354,12,4567,true,2/23/2025,19:35
823287,89,31122,false,2/23/2025,18:20
823281,104,15627,true,2/23/2025,18:14
823248,63,11912,true,2/23/2025,17:43
823236,12,1070,true,2/23/2025,17:23
823231,115,3602,true,2/23/2025,17:13
823224,16,30569,true,2/23/2025,17:01
823195,15,2619,true,2/23/2025,16:05
822642,21,7408,false,2/22/2025,23:06
822630,30,1224,true,2/22/2025,22:58
822610,21,35501,false,2/22/2025,22:46
822578,15,32964,true,2/22/2025,22:25
822557,23,10297,true,2/22/2025,22:11
822460,29,29898,true,2/22/2025,21:06
822423,21,2153,false,2/22/2025,20:46
822419,40,46222,false,2/22/2025,20:45
822388,59,1849,true,2/22/2025,20:14
822387,15,42468,true,2/22/2025,20:14
822382,25,37451,true,2/22/2025,20:12
822343,25,28154,false,2/22/2025,19:29
822334,50,36693,true,2/22/2025,19:23
822323,30,9376,true,2/22/2025,19:09
822304,89,9078,true,2/22/2025,18:44
822204,14,37904,true,2/22/2025,17:03
821724,23,8709,false,2/22/2025,00:49
821687,21,7563,true,2/22/2025,00:04
821657,26,15627,true,2/21/2025,23:40
821656,306,28893,true,2/21/2025,23:30
821593,27,26618,true,2/21/2025,22:36
821488,16,23145,false,2/21/2025,21:16
821456,51,10297,false,2/21/2025,20:55
821445,29,1816,true,2/21/2025,20:43
821432,55,13865,true,2/21/2025,20:26
821352,29,2619,true,2/21/2025,18:57
821335,35,2490,false,2/21/2025,18:53
821310,12,2130,true,2/21/2025,18:26
821292,31,24457,true,2/21/2025,18:08
821280,37,41541,false,2/21/2025,17:48
821238,15,9401,true,2/21/2025,16:58
821234,57,4035,true,2/21/2025,16:50
820615,45,1554,true,2/21/2025,00:11
820546,28,46834,false,2/20/2025,23:09
820484,29,1917,true,2/20/2025,22:17
820463,7,2954,false,2/20/2025,22:11
820435,30,10297,false,2/20/2025,21:52
820361,29,18532,true,2/20/2025,20:51
820355,58,17041,true,2/20/2025,20:50
820270,40,23498,false,2/20/2025,19:09
820262,39,34549,true,2/20/2025,18:53
820166,25,7283,true,2/20/2025,16:55
820158,30,3017,true,2/20/2025,16:47
820156,54,3944,true,2/20/2025,16:43
820150,28,28876,false,2/20/2025,16:30
819668,25,19695,true,2/20/2025,01:00
819650,12,26760,false,2/20/2025,00:51
819510,39,1689,true,2/19/2025,23:04
819475,23,4560,true,2/19/2025,22:21
819397,25,1485,true,2/19/2025,21:28
819267,34,1148,true,2/19/2025,19:44
819180,21,30569,true,2/19/2025,17:58
819159,41,29691,true,2/19/2025,17:35
819146,29,9553,true,2/19/2025,17:19
819109,32,18532,true,2/19/2025,16:09
818344,31,8674,true,2/18/2025,20:32
818337,22,1485,true,2/18/2025,20:27
818281,16,2743,true,2/18/2025,19:55
818255,12,17018,true,2/18/2025,19:34
818244,29,19793,true,2/18/2025,19:27
818150,52,9553,true,2/18/2025,17:46
818139,37,26618,true,2/18/2025,17:35
818135,64,34536,true,2/18/2025,17:28
817661,30,3909,true,2/18/2025,00:56
817446,61,1058,true,2/17/2025,21:46
817406,29,38349,true,2/17/2025,21:21
817403,47,1485,true,2/17/2025,21:16
817305,22,25605,true,2/17/2025,19:56
817304,45,18532,true,2/17/2025,19:54
817297,56,1849,true,2/17/2025,19:46
816599,29,27559,true,2/16/2025,23:34
816551,14,31806,true,2/16/2025,22:46
816451,28,2701,true,2/16/2025,21:18
816291,25,1447,true,2/16/2025,19:03
816264,12,25422,true,2/16/2025,18:44
816249,14,1277,true,2/16/2025,18:30
816248,19,7283,true,2/16/2025,18:32
816233,43,1447,true,2/16/2025,18:14
816213,27,1539,true,2/16/2025,17:55
816175,30,42310,true,2/16/2025,17:09
